id	filename	md5	size	state
036eec0d-3cb4-4a40-9a3e-46a1e21061f0	036eec0d-3cb4-4a40-9a3e-46a1e21061f0/nationwidechildrens.org_clinical.TCGA-FD-A3SS.xml	b5827a7db2e976af0b843e1c30e82fd5	52393	validated
03d95a2c-2df5-4808-a444-da3b5edd3d6c	03d95a2c-2df5-4808-a444-da3b5edd3d6c/nationwidechildrens.org_omf.TCGA-E5-A4TZ.xml	4bb0e8b86e6150ab2305bb6ab96e816f	11215	validated
042a6021-7a59-4ea5-949d-6076a8a3b869	042a6021-7a59-4ea5-949d-6076a8a3b869/nationwidechildrens.org_clinical.TCGA-DK-A3WW.xml	b5f038e7ff2d78cc26a912b2edf6b0cf	60968	validated
058c3d96-5817-41bc-8d32-ad28ee9e61bf	058c3d96-5817-41bc-8d32-ad28ee9e61bf/nationwidechildrens.org_clinical.TCGA-FD-A3SM.xml	a40eaaf4a021a47a0a50ae7effa09d98	40432	validated
05d5e919-a743-45bb-870c-74779330f555	05d5e919-a743-45bb-870c-74779330f555/nationwidechildrens.org_omf.TCGA-E7-A7DU.xml	938fb304bf200844fc6a4a6536d82e9a	11326	validated
05fd00e7-72fa-41c4-9fbe-898c44d935c0	05fd00e7-72fa-41c4-9fbe-898c44d935c0/nationwidechildrens.org_clinical.TCGA-UY-A78K.xml	476348b0f3aea3820214e8bdfb0dc8a5	39195	validated
066a4526-83a0-4548-a056-45f809a09610	066a4526-83a0-4548-a056-45f809a09610/nationwidechildrens.org_omf.TCGA-KQ-A41Q.xml	2169c52c226f1d7a703e7c7e0a8b3e90	19875	validated
0676fdc1-caae-419e-b971-106b72f1a486	0676fdc1-caae-419e-b971-106b72f1a486/nationwidechildrens.org_clinical.TCGA-XF-AAMQ.xml	51b9611123cde9937017834ed536cd6b	36747	validated
069404cb-c964-4e33-9a0f-80ef1ed4bc2d	069404cb-c964-4e33-9a0f-80ef1ed4bc2d/nationwidechildrens.org_omf.TCGA-XF-AAML.xml	c1807f2805b87b32c6a8a612b03a2969	19571	validated
06fc1aae-dc12-4131-9420-1f0cf024fecc	06fc1aae-dc12-4131-9420-1f0cf024fecc/nationwidechildrens.org_omf.TCGA-FD-A62P.xml	86b0c0363fe00553909a0271b9f5a0fc	11298	validated
075bdca2-459b-4694-878b-028ced6684c3	075bdca2-459b-4694-878b-028ced6684c3/nationwidechildrens.org_clinical.TCGA-UY-A9PD.xml	5605a5aa1742584b7c00ae5dfad96aeb	36242	validated
07ef9fba-3242-453d-b041-0306c73de208	07ef9fba-3242-453d-b041-0306c73de208/nationwidechildrens.org_omf.TCGA-DK-A2I6.xml	25bf9d2b41d2c4ab59b5f461267dc629	11343	validated
07fd1a53-7eed-49d4-a87d-5818e5f7c878	07fd1a53-7eed-49d4-a87d-5818e5f7c878/nationwidechildrens.org_omf.TCGA-XF-A8HD.xml	05aa1aa171a9601429f8876ea9e6cc03	11299	validated
08fbf5f3-c1b1-48ba-8905-3e040ecd1ee9	08fbf5f3-c1b1-48ba-8905-3e040ecd1ee9/nationwidechildrens.org_clinical.TCGA-MV-A51V.xml	21bc6ee767bfc7dab82068bd94acd0cf	36600	validated
09658fbb-8010-4465-bf0e-15f6ca16bac2	09658fbb-8010-4465-bf0e-15f6ca16bac2/nationwidechildrens.org_clinical.TCGA-GV-A6ZA.xml	a9dc7afa34dc7ba747a106d58370c776	36488	validated
09fa6864-ab55-4dc2-86ba-5635ccd7def4	09fa6864-ab55-4dc2-86ba-5635ccd7def4/nationwidechildrens.org_clinical.TCGA-R3-A69X.xml	44116cf04a9f2835ee2bf7c1d6e2e628	30078	validated
0a8cd10e-e7f2-4afd-ade6-a73778798f16	0a8cd10e-e7f2-4afd-ade6-a73778798f16/nationwidechildrens.org_clinical.TCGA-FJ-A3Z7.xml	c5b786c8c8dab7a638a1a06942f70e63	49558	validated
0a8ff84d-79c5-445a-95a9-24a300b09af5	0a8ff84d-79c5-445a-95a9-24a300b09af5/nationwidechildrens.org_clinical.TCGA-E7-A7XN.xml	356c4167de620069575213bcac825fd5	36866	validated
0b13eb02-31da-4240-91f1-39075ec8646d	0b13eb02-31da-4240-91f1-39075ec8646d/nationwidechildrens.org_omf.TCGA-FD-A3B7.xml	88579b233f3ea19e8e6e41a0f254e784	11237	validated
0b502ac2-61c4-4c24-a276-71d8aa4ae793	0b502ac2-61c4-4c24-a276-71d8aa4ae793/nationwidechildrens.org_clinical.TCGA-UY-A9PB.xml	1c3fd255905506a2d154bc45e6ac314a	36357	validated
0bc986d1-fb29-42df-a97f-7b630e379ffa	0bc986d1-fb29-42df-a97f-7b630e379ffa/nationwidechildrens.org_clinical.TCGA-GU-AATO.xml	3ae08478fe3d07db34051669e67555d1	29901	validated
0c7e583c-5acc-450c-8f3e-b60d20642e37	0c7e583c-5acc-450c-8f3e-b60d20642e37/nationwidechildrens.org_clinical.TCGA-ZF-A9R2.xml	e58ed5756d5625bb4a574af3b89bc238	37073	validated
0ca4b477-a0f6-4df2-92b8-0d8daa3442da	0ca4b477-a0f6-4df2-92b8-0d8daa3442da/nationwidechildrens.org_omf.TCGA-4Z-AA84.xml	49b074bb1901203c0ea2ddab86082c50	11418	validated
0e3a35f7-5f89-42ba-be34-d829367d81b1	0e3a35f7-5f89-42ba-be34-d829367d81b1/nationwidechildrens.org_clinical.TCGA-DK-AA6U.xml	732f3df137dc359267aa301e791698da	48797	validated
0e9884ab-6566-4b57-9a35-8c4132cd6113	0e9884ab-6566-4b57-9a35-8c4132cd6113/nationwidechildrens.org_clinical.TCGA-KQ-A41O.xml	e85673c2f02b2075dd68a577c20535dd	30846	validated
0eeb8e1d-14eb-4861-839e-d4be5f42ca56	0eeb8e1d-14eb-4861-839e-d4be5f42ca56/nationwidechildrens.org_omf.TCGA-E7-A7DV.xml	271b1f8c60d9c58e7684883923f0dfca	11317	validated
0f58586e-5b8e-4d18-b402-f61bcbc86019	0f58586e-5b8e-4d18-b402-f61bcbc86019/nationwidechildrens.org_clinical.TCGA-ZF-A9R9.xml	74acdd6e629f244cd0f04f3cf6e4451e	35356	validated
0fd3d226-55d1-4982-b17f-ef9e2bf283be	0fd3d226-55d1-4982-b17f-ef9e2bf283be/nationwidechildrens.org_clinical.TCGA-FD-A62S.xml	8d09789d8254a91e3f4bda0425264dcb	55166	validated
110afa8c-07b3-4ff6-a852-50e249620777	110afa8c-07b3-4ff6-a852-50e249620777/nationwidechildrens.org_clinical.TCGA-XF-AAN2.xml	a628ecad3023404a2306ab1a58e5cb04	30052	validated
112bc371-d3ff-4f3e-b68e-8f2ff0c659a2	112bc371-d3ff-4f3e-b68e-8f2ff0c659a2/nationwidechildrens.org_omf.TCGA-ZF-A9R4.xml	ac5634c874f959142360460c7dd16db4	11115	validated
1136c1f1-9932-4a8a-ae87-49819c9d3ea0	1136c1f1-9932-4a8a-ae87-49819c9d3ea0/nationwidechildrens.org_omf.TCGA-XF-AAN7.xml	d283b8f51fbd2625fa7a6c4d18feae03	19793	validated
1147b8cd-8bbb-4c2e-9041-0e33f9c29289	1147b8cd-8bbb-4c2e-9041-0e33f9c29289/nationwidechildrens.org_clinical.TCGA-GV-A3JW.xml	ba1b9061e91c86c727bbf25bf676aa49	52291	validated
117cc78b-ad81-46c3-ac15-8caf8557278c	117cc78b-ad81-46c3-ac15-8caf8557278c/nationwidechildrens.org_clinical.TCGA-CF-A47X.xml	964f4403ca1fd759fa7c5710fd92a3ed	41138	validated
12867541-2971-472b-9185-086c2f30f913	12867541-2971-472b-9185-086c2f30f913/nationwidechildrens.org_omf.TCGA-CU-A0YR.xml	5de5df82b18240f4c96842fd910bd2e7	11293	validated
12beac82-e178-41a9-94d5-4d224fcc6b9c	12beac82-e178-41a9-94d5-4d224fcc6b9c/nationwidechildrens.org_clinical.TCGA-FD-A43Y.xml	659831d11b8cec9c4efbfb02f002d394	43612	validated
12cf12a5-076a-433d-ae81-8575c9e4be1b	12cf12a5-076a-433d-ae81-8575c9e4be1b/nationwidechildrens.org_clinical.TCGA-BT-A20V.xml	0a4f0d5d4abc2b75e2043431316730fe	32476	validated
13175b45-5579-4d67-a667-d7c2e30234d1	13175b45-5579-4d67-a667-d7c2e30234d1/nationwidechildrens.org_clinical.TCGA-DK-A2HX.xml	701175736f37fb10a688faefc4c22482	40262	validated
13472507-c97e-4850-b24e-416cfbe881af	13472507-c97e-4850-b24e-416cfbe881af/nationwidechildrens.org_omf.TCGA-4Z-AA7Q.xml	21aad4d21003857fc50fab5a05cb320a	11310	validated
136e0dba-de8d-4606-abd0-8918ce1ed2f7	136e0dba-de8d-4606-abd0-8918ce1ed2f7/nationwidechildrens.org_clinical.TCGA-S5-A6DX.xml	dc6fe0d51bdb745d8398698dca0e4c22	36658	validated
13c9dd90-4807-4d8b-b7bf-77f314ed62b2	13c9dd90-4807-4d8b-b7bf-77f314ed62b2/nationwidechildrens.org_clinical.TCGA-GC-A3YS.xml	406b892f40fb90e4e3fa7d959581ff06	55993	validated
14d77f6d-2307-4eea-ba24-6fd9edc21906	14d77f6d-2307-4eea-ba24-6fd9edc21906/nationwidechildrens.org_omf.TCGA-DK-AA71.xml	b9d73fea23bc311afa4b3022c0b22e30	19976	validated
150c2168-7c7d-4b40-aaa5-882a5f02dbeb	150c2168-7c7d-4b40-aaa5-882a5f02dbeb/nationwidechildrens.org_clinical.TCGA-LT-A5Z6.xml	604b4cd42f7bd944fee3a994aa3ddc48	49014	validated
160b0c9a-33d8-4c07-bbe8-30c4d21a6313	160b0c9a-33d8-4c07-bbe8-30c4d21a6313/nationwidechildrens.org_clinical.TCGA-CU-A3KJ.xml	83893e1ccb0d55f6b25f4e7afe79d8a7	38750	validated
163889bb-3d9f-4a92-9961-b10d114933a4	163889bb-3d9f-4a92-9961-b10d114933a4/nationwidechildrens.org_omf.TCGA-FD-A5BY.xml	4e8a02cf716d0e6e4a95e1dc257e685d	11099	validated
165fa036-3caa-4531-822f-33cdcf8c6061	165fa036-3caa-4531-822f-33cdcf8c6061/nationwidechildrens.org_clinical.TCGA-CU-A72E.xml	3deb23a8cf723b486a7adc891fa8689d	41404	validated
16c44b17-a0df-4490-a711-3f01cacf58c5	16c44b17-a0df-4490-a711-3f01cacf58c5/nationwidechildrens.org_clinical.TCGA-FD-A5BY.xml	523f3d699b842954ba80ae6fd2529ca4	37407	validated
16cd0996-7562-4fe9-b01a-81d4207748f0	16cd0996-7562-4fe9-b01a-81d4207748f0/nationwidechildrens.org_clinical.TCGA-CF-A8HY.xml	4ef1217706ba6abd7256ef64c1124f8b	36467	validated
1754105a-8703-43b8-bdd6-7b0ad65a718e	1754105a-8703-43b8-bdd6-7b0ad65a718e/nationwidechildrens.org_omf.TCGA-CU-A0YN.xml	0a1b6dc8a12dc2539bd9f7850c196231	10839	validated
18afe7ef-871b-42ec-a9c2-2b7ccf639585	18afe7ef-871b-42ec-a9c2-2b7ccf639585/nationwidechildrens.org_clinical.TCGA-C4-A0F1.xml	d8e31dfb8a29a418357f788333f9821c	29684	validated
199989a2-01a1-43bf-97db-f02b704bf617	199989a2-01a1-43bf-97db-f02b704bf617/nationwidechildrens.org_clinical.TCGA-BL-A0C8.xml	33d9f53b17cb178491dc573f06b04bd5	55229	validated
19cab7e8-b4ee-487d-810a-d0da6627dafd	19cab7e8-b4ee-487d-810a-d0da6627dafd/nationwidechildrens.org_clinical.TCGA-SY-A9G0.xml	b1a2f3836b86342baef207dfc7dc4956	50383	validated
19fef8e1-2cac-47bd-b11f-997d3690a16f	19fef8e1-2cac-47bd-b11f-997d3690a16f/nationwidechildrens.org_omf.TCGA-DK-AA6W.xml	debc88668e2e22ef78a16e9609e6cd6e	11440	validated
1a05883d-06c4-496c-b2fd-93dd87b257d8	1a05883d-06c4-496c-b2fd-93dd87b257d8/nationwidechildrens.org_clinical.TCGA-DK-A3IL.xml	cbfa640fcb8350327ba16779da64562d	32881	validated
1a11edc0-33bd-4119-aa97-af9e555a49bb	1a11edc0-33bd-4119-aa97-af9e555a49bb/nationwidechildrens.org_omf.TCGA-BT-A3PK.xml	c2ec253c0edcf584046f39ec5ac778e2	19198	validated
1a2c055d-013b-4935-9f36-40cff999dc00	1a2c055d-013b-4935-9f36-40cff999dc00/nationwidechildrens.org_clinical.TCGA-FD-A3B6.xml	50414e0c66e4559d51150b349b801fcb	39813	validated
1a88cd57-f71e-4672-8dee-5ecef308ca75	1a88cd57-f71e-4672-8dee-5ecef308ca75/nationwidechildrens.org_clinical.TCGA-UY-A9PA.xml	ef06fe2dac836669a6ee0296e2473682	36311	validated
1bc85ae2-24e3-447c-a69a-654b75d87a7b	1bc85ae2-24e3-447c-a69a-654b75d87a7b/nationwidechildrens.org_clinical.TCGA-XF-A9SU.xml	44b500dd4db1065ae49671fddf9fc22b	49110	validated
1be46bc6-e3db-463c-8341-148b4f6266c7	1be46bc6-e3db-463c-8341-148b4f6266c7/nationwidechildrens.org_omf.TCGA-GV-A3QG.xml	b41cffad825dd5f01bac63c25d238623	11192	validated
1ca0143d-54ed-4e46-92d3-51973bde878a	1ca0143d-54ed-4e46-92d3-51973bde878a/nationwidechildrens.org_clinical.TCGA-E7-A85H.xml	9d0126420a1b41b9fa2fdd5396a13bc2	36714	validated
1cdd8d82-d382-43cd-8a52-c71b120d4304	1cdd8d82-d382-43cd-8a52-c71b120d4304/nationwidechildrens.org_omf.TCGA-XF-AAN2.xml	7767fc506ef068190f7d591613b1c954	11302	validated
1d413ae0-9eb7-4516-ba1f-4ff5a821b3cf	1d413ae0-9eb7-4516-ba1f-4ff5a821b3cf/nationwidechildrens.org_clinical.TCGA-K4-A4AB.xml	ace568700fa3aadd2694aab1cae7f0ac	36273	validated
1da5d3ac-5495-4ace-97e2-c71cb359814b	1da5d3ac-5495-4ace-97e2-c71cb359814b/nationwidechildrens.org_clinical.TCGA-E7-A677.xml	1b9cccff473519b088b1b0c5ed72472e	43255	validated
1da9dd49-7230-4876-bec9-e363b2e0d350	1da9dd49-7230-4876-bec9-e363b2e0d350/nationwidechildrens.org_clinical.TCGA-XF-A9SK.xml	af9d76d802064590a201136bd256aae2	48723	validated
1e03df80-0991-49c3-865f-4e3781cf34dd	1e03df80-0991-49c3-865f-4e3781cf34dd/nationwidechildrens.org_omf.TCGA-DK-A3X2.xml	dddabd98a541d4b823a6f7b2f609aea1	11197	validated
1e677ede-5439-4798-9f65-425b05a6eef3	1e677ede-5439-4798-9f65-425b05a6eef3/nationwidechildrens.org_clinical.TCGA-CF-A47W.xml	786098f14cc40b4a66de3654523f059e	36452	validated
1e8f3d60-716d-496f-ba35-926ff620f13a	1e8f3d60-716d-496f-ba35-926ff620f13a/nationwidechildrens.org_clinical.TCGA-CF-A47Y.xml	b40d8ecc73747b0cd35d7d949d57dbdd	36378	validated
1eb5e159-3fba-4b1b-82ab-7bac27d6c62d	1eb5e159-3fba-4b1b-82ab-7bac27d6c62d/nationwidechildrens.org_clinical.TCGA-5N-A9KI.xml	0f6d7d87f5f7bd36086b4fe1a3b567b5	29512	validated
1f18b1ad-0249-4b84-af2e-4598dfe71d15	1f18b1ad-0249-4b84-af2e-4598dfe71d15/nationwidechildrens.org_clinical.TCGA-GV-A3JX.xml	9d0708f2fbc62db974d784202b620778	33142	validated
1fc7e9eb-d27d-4da7-91ad-75dd24170f20	1fc7e9eb-d27d-4da7-91ad-75dd24170f20/nationwidechildrens.org_clinical.TCGA-ZF-A9RG.xml	34a41a649e85e007fff1c01c07afbd88	43986	validated
203c6051-63d1-4f4e-8751-64747b6ec1a0	203c6051-63d1-4f4e-8751-64747b6ec1a0/nationwidechildrens.org_clinical.TCGA-FD-A5BT.xml	2ac241c0bd51403a8de79435f6bc6c32	29738	validated
20f3101b-d33c-4f27-a4df-c0efc860ce83	20f3101b-d33c-4f27-a4df-c0efc860ce83/nationwidechildrens.org_omf.TCGA-FD-A5BT.xml	a2237840a0d425b1475e7dc445bd31d1	11084	validated
21511857-462f-40a2-909d-b86756359b00	21511857-462f-40a2-909d-b86756359b00/nationwidechildrens.org_clinical.TCGA-CF-A9FM.xml	1003765e3b9b7c880eb4c095642c185c	36304	validated
215d77d1-43a6-43d0-971b-9f89d0e5b187	215d77d1-43a6-43d0-971b-9f89d0e5b187/nationwidechildrens.org_omf.TCGA-XF-A8HG.xml	1f91d34156448d753f80ccb4cd7f593f	11300	validated
21cd8629-8c3a-41ab-95e9-fd06e2f1b051	21cd8629-8c3a-41ab-95e9-fd06e2f1b051/nationwidechildrens.org_omf.TCGA-FD-A6TD.xml	04087c1f30a35077267bb6c9d268b59f	11304	validated
21e0161e-9940-4430-ac49-30aff0e2661f	21e0161e-9940-4430-ac49-30aff0e2661f/nationwidechildrens.org_clinical.TCGA-H4-A2HQ.xml	ad1d544884fbde1a8abc16742a8b8532	36807	validated
222f534a-8c11-4af6-b2bf-3d6e9232f327	222f534a-8c11-4af6-b2bf-3d6e9232f327/nationwidechildrens.org_omf.TCGA-FD-A3NA.xml	971a61a1ca6c7f9171b44911675d488a	11232	validated
2240d022-2656-48aa-b97f-3ee069157978	2240d022-2656-48aa-b97f-3ee069157978/nationwidechildrens.org_omf.TCGA-ZF-A9RL.xml	b9c3004ec25fba523edbfc3b81717b2f	11116	validated
224c207a-c1c3-4340-90d5-330669dc591c	224c207a-c1c3-4340-90d5-330669dc591c/nationwidechildrens.org_clinical.TCGA-ZF-AA5N.xml	250f3a3ef5fdf164ce919800c2b2d706	31350	validated
22fafae0-53ec-461e-a793-cf9d6b71cf4f	22fafae0-53ec-461e-a793-cf9d6b71cf4f/nationwidechildrens.org_clinical.TCGA-ZF-A9RC.xml	69714149870c517dc481aa2e93915e3f	36813	validated
230c1d28-6d70-4b29-a101-a946c6f8314c	230c1d28-6d70-4b29-a101-a946c6f8314c/nationwidechildrens.org_clinical.TCGA-BL-A3JM.xml	6d78856e6118dca1f1afc3d48fea7f6c	38033	validated
23b09ec3-6ce7-406a-b4c7-b58df1ccd73f	23b09ec3-6ce7-406a-b4c7-b58df1ccd73f/nationwidechildrens.org_clinical.TCGA-FD-A5BR.xml	d447faae3a8a090ef984240ece0db5a1	43530	validated
23e85c51-96b2-4547-ae3a-e7ea29b83c2d	23e85c51-96b2-4547-ae3a-e7ea29b83c2d/nationwidechildrens.org_omf.TCGA-GU-AATP.xml	64198f9337ab9092fe2d46abc7bb4182	11211	validated
24d5b7df-c853-4788-a971-50329391ff60	24d5b7df-c853-4788-a971-50329391ff60/nationwidechildrens.org_clinical.TCGA-4Z-AA7R.xml	e948217069b8cf21b9ca51d9a1864c92	36695	validated
250c3c6e-25e3-445d-abd8-47f97f3344df	250c3c6e-25e3-445d-abd8-47f97f3344df/nationwidechildrens.org_clinical.TCGA-YF-AA3M.xml	e6275e00b3e7a07fbed826ac1474752e	37222	validated
251524a7-81b2-4534-a8a5-dbc201d9fe67	251524a7-81b2-4534-a8a5-dbc201d9fe67/nationwidechildrens.org_clinical.TCGA-ZF-A9RE.xml	4e8d1a648ebd9b3c9025e326904ea0ac	29439	validated
257f53dd-5b45-4d8f-80e0-ab17793778ab	257f53dd-5b45-4d8f-80e0-ab17793778ab/nationwidechildrens.org_clinical.TCGA-DK-A3IQ.xml	cc5cd429c9ac37cc0c498e80d44dde79	53397	validated
25c2d093-a5ad-4efa-9b89-861925902d14	25c2d093-a5ad-4efa-9b89-861925902d14/nationwidechildrens.org_clinical.TCGA-E7-A6MF.xml	97572d5dcfa13e7d96f1665342a89580	43393	validated
2661c428-7146-44be-99f8-2bf2cde7f1fd	2661c428-7146-44be-99f8-2bf2cde7f1fd/nationwidechildrens.org_clinical.TCGA-K4-A3WU.xml	abaf7180be09661defe5730a13cdde4f	37203	validated
26b623c9-913e-4beb-9080-52fd46d00767	26b623c9-913e-4beb-9080-52fd46d00767/nationwidechildrens.org_clinical.TCGA-4Z-AA7N.xml	12ee0884c34f6f3e7194f175a4f05485	40798	validated
296d11f5-90e9-4969-b30f-2bbfff903a57	296d11f5-90e9-4969-b30f-2bbfff903a57/nationwidechildrens.org_clinical.TCGA-FD-A3SN.xml	c7377ee66ab032ac04dfc44964c2bbf0	57321	validated
2a605ae9-f5e9-4c70-beec-e217d4e13450	2a605ae9-f5e9-4c70-beec-e217d4e13450/nationwidechildrens.org_omf.TCGA-FD-A6TA.xml	6a8289bb8ded092085ff3a8a26cdbe9b	11294	validated
2a754ec4-0801-4f99-8bd5-0747c4d80df4	2a754ec4-0801-4f99-8bd5-0747c4d80df4/nationwidechildrens.org_clinical.TCGA-DK-A1A5.xml	b813584adb86ee77a69f64985d1ab4c3	34035	validated
2aeea5aa-529b-4cae-aa38-8dbb3a1d0f5a	2aeea5aa-529b-4cae-aa38-8dbb3a1d0f5a/nationwidechildrens.org_clinical.TCGA-FD-A5BS.xml	440c0ba7a5f5212b915c03c96f99e1f6	54992	validated
2b7afde9-7b56-4deb-ad9f-56b8d39b00d5	2b7afde9-7b56-4deb-ad9f-56b8d39b00d5/nationwidechildrens.org_clinical.TCGA-2F-A9KQ.xml	7ab9ddb3454a19041cd4265b5a51ceaa	50269	validated
2b806bb3-8abf-4b5c-9988-bbd81ace9f46	2b806bb3-8abf-4b5c-9988-bbd81ace9f46/nationwidechildrens.org_omf.TCGA-HQ-A5ND.xml	a41596668ddcb3678cc3b2a0dd640ee1	11437	validated
2bd92598-ac2f-4b50-a2fa-fba8945fdd15	2bd92598-ac2f-4b50-a2fa-fba8945fdd15/nationwidechildrens.org_omf.TCGA-ZF-AA5P.xml	f88c5f6790e84e133ddd776e352e36f6	11134	validated
2cf3f9fc-d3ed-4626-9154-8dbbb5defa3c	2cf3f9fc-d3ed-4626-9154-8dbbb5defa3c/nationwidechildrens.org_clinical.TCGA-E7-A3X6.xml	40fe3d562f02b884535a25363d14d6ad	59572	validated
2d653c78-14d7-42ac-ac2a-23edec378e6b	2d653c78-14d7-42ac-ac2a-23edec378e6b/nationwidechildrens.org_clinical.TCGA-K4-A54R.xml	cd8df6b12c605cad857f00571c04b138	36538	validated
2d87500f-41bd-4afd-acd3-feb72413d78c	2d87500f-41bd-4afd-acd3-feb72413d78c/nationwidechildrens.org_clinical.TCGA-FD-A6TE.xml	f96421add0c1b07d6773f95f7daf87a6	37101	validated
2eb997cb-c94a-4988-8c6e-0897f38f6118	2eb997cb-c94a-4988-8c6e-0897f38f6118/nationwidechildrens.org_clinical.TCGA-BT-A3PH.xml	8e7f0d86c7f6060b7800f3831e02e047	31150	validated
312ff4da-0285-4722-b36a-49559ed61efc	312ff4da-0285-4722-b36a-49559ed61efc/nationwidechildrens.org_clinical.TCGA-DK-AA6M.xml	e741114c505b668c9027a83a9d05de98	48456	validated
3165c538-b313-4546-967c-fe6822ad2f3a	3165c538-b313-4546-967c-fe6822ad2f3a/nationwidechildrens.org_clinical.TCGA-GV-A3QF.xml	ecb2824913722d569f18c8be7c76a43d	48403	validated
31878073-f17f-4b22-94c0-a6710d44d7a0	31878073-f17f-4b22-94c0-a6710d44d7a0/nationwidechildrens.org_clinical.TCGA-DK-A6AV.xml	6ce4c5a982be85464c7e0dc639eb2331	36874	validated
31dba231-0b02-40ec-99fd-c3807b04248a	31dba231-0b02-40ec-99fd-c3807b04248a/nationwidechildrens.org_clinical.TCGA-ZF-AA4R.xml	ef7dbf123577750b08e6f67f304dfc73	31674	validated
33064d07-dba7-4db1-ad01-5028ddf73e2f	33064d07-dba7-4db1-ad01-5028ddf73e2f/nationwidechildrens.org_clinical.TCGA-DK-AA6T.xml	d3a29f5e1378d7df5eb99fed793483ac	52940	validated
33bd0884-78eb-4aec-9ab5-8c63b662d06b	33bd0884-78eb-4aec-9ab5-8c63b662d06b/nationwidechildrens.org_omf.TCGA-XF-A9SK.xml	45adb0ba95b8d82f83936bfdf6606be5	19720	validated
345beac8-2975-4690-9fdb-7e29111c1872	345beac8-2975-4690-9fdb-7e29111c1872/nationwidechildrens.org_clinical.TCGA-4Z-AA7M.xml	f32e85b098a42d872c0237bea32405fd	44335	validated
3471e3bf-4eba-4bcb-b38e-d0bed9b3c4d9	3471e3bf-4eba-4bcb-b38e-d0bed9b3c4d9/nationwidechildrens.org_clinical.TCGA-BT-A20Q.xml	54354faa5909a931c7e32f3b24bc93ec	33007	validated
34b2f6fb-2f1e-46b9-8330-4ac5dfc174cd	34b2f6fb-2f1e-46b9-8330-4ac5dfc174cd/nationwidechildrens.org_clinical.TCGA-G2-A2EO.xml	bd0f55594c97f2e093d70d4b2fb9d9fa	41439	validated
350dccd8-1b9f-4d6d-ae72-9fb6bdfaac61	350dccd8-1b9f-4d6d-ae72-9fb6bdfaac61/nationwidechildrens.org_omf.TCGA-UY-A9PH.xml	c6cd75b69f9d906c34afc6c5e4e05cda	11291	validated
352dfb05-4578-4b89-895a-ae7041fe707a	352dfb05-4578-4b89-895a-ae7041fe707a/nationwidechildrens.org_clinical.TCGA-DK-A1AF.xml	775a2812d63ec56a1e792132255399bd	48068	validated
35522e0b-eb04-46b6-99df-ed86420a79c0	35522e0b-eb04-46b6-99df-ed86420a79c0/nationwidechildrens.org_clinical.TCGA-E7-A6MD.xml	2eff18ddd56e37c9a5d79bd0b4a2c3c6	34398	validated
